唐诗三百,五言绝句,听筝,李端 〔唐代〕,,"译文及注释



译文金粟轴的古筝发出优美的声音，那素手拨筝的美人坐在闺房中。想尽了办法为博取周郎的青睐，你看她故意地时时拨错了琴弦。
注释鸣筝：弹奏筝曲。金粟：古也称桂为金粟，这里当是指弦轴之细而精美。柱：定弦调音的短轴。素手：指弹筝女子纤细洁白的手。玉房：闺房的美称。周郎：指三国时吴将周瑜。他二十四岁为大将，时人称其为“周郎”。他精通音乐，听人奏错曲时，即使喝得半醉，也会转过头看一下奏者。当时人称：“曲有误，周郎顾。”拂弦：拨动琴弦。
展开阅读全文 ∨"
唐诗三百,五言绝句,渡汉江,宋之问 〔唐代〕,,"译文及注释



译文客居岭外与家里音信断绝，经过了冬天又到了春天。离故乡越近心中越胆怯，不敢询问从家那边过来的人。
注释汉江：汉水。长江最大支流，源出陕西，经湖北流入长江。岭外：五岭以南的广东省广大地区，通常称岭南。唐代常作罪臣的流放地。书：信。来人：渡汉江时遇到的从家乡来的人。"
唐诗三百,五言绝句,八阵图,杜甫 〔唐代〕,,"译文及注释



译文三国鼎立你建立了盖世功绩，创八阵图你成就了永久声名。任凭江流冲击，石头却依然如故，千年遗恨，在于刘备失策想吞吴。
注释八阵图：由八种阵势组成的图形，用来操练军队或作战。盖：超过。三分国：指三国时魏、蜀、吴三国。石不转：指涨水时，八阵图的石块仍然不动。失吞吴：是吞吴失策的意思。"
唐诗三百,五言绝句,宿建德江,孟浩然 〔唐代〕,,"译文及注释



译文把船停泊在烟雾弥漫的沙洲旁，日落时新愁又涌上了心头。原野无边无际，远处的天空比近处的树林还要低；江水清清，明月仿似更与人相亲。
注释建德江：指新安江流经建德（今属浙江）西部的一段江水。移舟：划动小船。泊：停船靠岸。烟渚（zhǔ）：指江中雾气笼罩的小沙洲。烟：一作“幽”。渚：水中小块陆地。《尔雅·释水》：“水中可居者曰洲，小洲曰渚。”客：指作者自己。愁：为思乡而忧思不堪。野：原野。旷：空阔远大。天低树：天幕低垂，好像和树木相连。月近人：倒映
展开阅读全文 ∨"
唐诗三百,五言绝句,春晓,孟浩然 〔唐代〕,,"译文及注释



译文春日里贪睡不知不觉天就亮了，到处可以听见小鸟的鸣叫声。回想昨夜的阵阵风雨声，不知吹落了多少娇美的春花。
注释晓：天刚亮的时候，春晓：春天的早晨。不觉晓：不知不觉天就亮了。啼鸟：鸟的啼叫声。知多少：不知有多少。"
唐诗三百,五言绝句,春怨,金昌绪 〔唐代〕,,"译文及注释



译文我敲打树枝赶走了树上的黄莺，不让它在树枝上不停鸣叫。它的叫声会惊破我的好梦，不能到辽西与戍守边关的亲人相见。
注释辽西：古郡名，在今辽宁省辽河以西地方。妾：女子的自称。莫：不。"
唐诗三百,五言绝句,江雪,柳宗元 〔唐代〕,,"译文及注释



译文所有的山上，飞鸟的身影已经绝迹，所有道路都不见人的踪迹。江面孤舟上，一位披戴着蓑笠的老翁，独自在大雪覆盖的寒冷江面上垂钓。
注释绝：无，没有。万径：虚指，指千万条路。人踪：人的脚印。孤：孤零零。蓑笠（suō lì）：蓑衣和斗笠　笠：用竹篾编成的帽子。独：独自。"
唐诗三百,五言绝句,秋夜寄邱员外,韦应物 〔唐代〕,,"译文及注释



译文在这秋夜我心中怀念着你，一边散步一边咏叹这初凉的天气。寂静的山中传来松子落地的声音，遥想你应该也还未入睡。
注释丘二十二员外：名丹，苏州人，曾拜尚书郎，后隐居平山上。一作“邱二十二员外”。属：正值，适逢，恰好。幽人：幽居隐逸的人，悠闲的人，此处指丘员外。"
唐诗三百,五言绝句,终南望余雪,祖咏 〔唐代〕,,"译文及注释



译文终南山的北面山色秀美，山上的皑皑白雪好似与天上的浮云相连。雪后初晴，林梢之间闪烁着夕阳余晖，傍晚时分，城中又添了几分积寒。
注释终南：山名，在唐京城长安（今陕西西安）南面六十里处。余雪：指未融化之雪。《全唐诗》此诗题下有小字注：“有司试此题，咏赋四句即纳，或诘之，曰‘意尽’。”阴岭：北面的山岭，背向太阳，故曰阴。林表：林外，林梢。霁（jì）：雨、雪后天气转晴。"
唐诗三百,五言绝句,宫词,张祜 〔唐代〕,,"译文及注释



译文与故乡之隔有三千里之遥啊，我已被幽闭在这深宫里二十年了。听到这曲《何满子》，眼泪竟忍不住落在了君王面前。
注释故国：故乡。此为代宫女而言。深宫：指皇宫。何满子：唐教坊曲名。《乐府诗集》载白居易语：“何满子，开元中沧州歌者，临刑进此曲以赎死，竞不得免。”《何满子》曲调悲绝，白居易《何满子》诗中说它“一曲四词歌八叠，从头便是断肠声。”君：指唐武宗。"
唐诗三百,五言绝句,寻隐者不遇,贾岛 〔唐代〕,,"译文及注释



译文苍松下询问年少的学童，他说他的师傅已经去山中采药了。只知道就在这座大山里，可山中云雾缭绕不知道他的行踪。
注释寻：寻访。隐者：隐士，隐居在山林中的人。古代指不肯做官而隐居在山野之间的人。一般指的是贤士。不遇：没有遇到，没有见到。童子：没有成年的人，小孩。在这里是指“隐者”的弟子、学生。言：回答，说。云深：指山上的云雾。处：行踪，所在。"
唐诗三百,五言绝句,送崔九,裴迪 〔唐代〕,,"译文及注释



译文归隐山林无论到深处或浅处，都应该欣赏丘壑的美景。千万别学陶渊明笔下那个武陵人，只在桃花源短暂时游了游就匆匆出去。 
注释崔九：即崔兴宗，尝与王维、裴迪同居辋川。南山：即辋川南边的终南山，故诗中说他“归山”。马上口号：在马背上顺口吟成诗句。《全唐诗》此诗题下注：一作“留别王维”。丘壑：既指丘陵川壑，也是暗用典故，含劝友人隐逸山林，莫改初衷之意。武陵人：指陶潜《桃花源记》中的武陵渔人。"
唐诗三百,五言绝句,送灵澈上人,刘长卿 〔唐代〕,,"译文及注释



译文遥望苍苍山林中的竹林寺，远远传来报时的钟响声。他带着斗笠身披斜阳余晖，独自向青山走去，渐行渐远。
注释灵澈上人：唐代著名僧人，本姓杨，字源澄，会稽（今浙江绍兴）人，后为云门寺僧。上人，对僧人的敬称。苍苍：深青色。竹林寺：在现在江苏丹徒南。杳（yǎo）杳：深远的样子。荷（hè）笠：背着斗笠。荷：背着。"
唐诗三百,五言绝句,听弹琴,刘长卿 〔唐代〕,,"译文及注释



译文七弦琴弹奏的声音清冽，曲调悠扬起伏，琴声凄清好似风入松林。我虽然很喜爱这首古时的曲调，但在今天人们大多已不去弹奏了。
注释泠（líng）泠：形容清凉、清淡，也形容声音清越。丝：一作“弦”。松风：以风入松林暗示琴声凄凉。琴曲中有《风入松》的调名。古调：古时的曲调。"
唐诗三百,五言绝句,送上人,刘长卿 〔唐代〕,,"译文及注释



译文孤云陪伴着野鹤，怎么能在人间居住。不要买下沃洲山，现在已经有人知道那儿了。
韵译野鹤驾着孤云高飞天空，怎能在人世间栖居住宿？要归隐请别买沃洲名山，那里是世人早知的去处。 
注释上人：对僧人的敬称。孤云、野鹤：比喻闲逸逍遥之人。将：携带，带领。沃洲山：在浙江省新昌县东，相传为晋代高僧支遁放鹤养马处，有放鹤峰，养马坡，道家列为第十二洞天福地。"
唐诗三百,五言绝句,玉台体,权德舆 〔唐代〕,,"译文及注释



译文昨晚我裙带忽然松弛解开，早晨又看见蟢子双双飞来。要赶紧描眉擦粉梳妆打扮，莫非是我的丈夫快要回来。
注释蟢子：小蜘蛛脚长者，俗称蟢子。铅华：指脂粉。藁砧：丈夫的隐语。"
唐诗三百,七言绝句,芙蓉楼送辛渐,王昌龄 〔唐代〕,,"译文及注释



译文冷雨连夜洒遍吴地江天，清晨送走你后，独自面对着楚山离愁无限！到了洛阳，如果洛阳亲友问起我来，就请转告他们，我的心依然像玉壶里的冰那样晶莹纯洁！
注释芙蓉楼：芙蓉楼：原名西北楼，登临可以俯瞰长江，遥望江北，在润州（今江苏省镇江市）西北。据《元和郡县志》卷二十六《江南道·润州》丹阳：“晋王恭为刺史，改创西南楼名万岁楼，西北楼名芙蓉楼。”一说此处指黔阳（今湖南黔城）芙蓉楼。辛渐：诗人的一位朋友。寒雨：秋冬时节的冷雨。连江：雨水与江面连成一片，形容雨很大。吴：古代国名，这里泛指江苏南部、浙江北部一带。江苏镇江一带为三
展开阅读全文 ∨"
唐诗三百,七言绝句,闺怨,王昌龄 〔唐代〕,,"译文及注释



译文一闺中少妇未曾有过相思离别之愁，在明媚的春日，她精心装扮之后兴高采烈登上翠楼。忽见野外杨柳青青春意浓，真后悔让丈夫从军边塞，建功封侯。
译文二闺阁中的少妇从来不知忧愁；初春来临细心装扮，独自登上翠楼。忽然见到路边杨柳新绿，心中一阵忧愁，悔不该叫夫君去从军建功封爵。
注释闺怨：少妇的幽怨。闺，女子卧室，借指女子。一般指少女或少妇。古人""闺怨""之作，一般是写少女的青春寂寞，或少妇的离别相思之情。以此题材写的诗称“闺怨诗”。""不知愁""一作&quot
展开阅读全文 ∨"
唐诗三百,七言绝句,春宫曲,王昌龄 〔唐代〕,,"译文及注释



译文昨夜的春风吹开了露井边的桃花，未央宫前的明月高高地挂在天上。平阳公主的歌女卫子夫新近受到汉武帝的宠爱，因帘外春寒，她便受到锦袍的赐予。
注释春宫曲：一作“殿前曲”。露井：指没有井亭覆盖的井。未央：即未央宫​，汉宫殿名，汉高祖刘邦​所建。也指唐宫。平阳歌舞：平阳公主​家中的歌女。新承：一作“承新”。"
唐诗三百,七言绝句,九月九日忆山东兄弟,王维 〔唐代〕,,"译文及注释



译文一个人独自在他乡作客，每逢节日加倍思念远方的亲人。遥想兄弟们今日登高望远时，头上插满茱萸只少我一人。
注释九月九日：即重阳节。古以九为阳数，故曰重阳。忆：想念。山东：王维迁居于蒲县（今山西永济市），在函谷关与华山以东，所以称山东。异乡：他乡、外乡。为异客：作他乡的客人。佳节：美好的节日。登高：古有重阳节登高的风俗。茱萸（zhūyú）：一种香草，即草决明。古时人们认为重阳节插戴茱萸可以避灾克邪。
展开阅读全文 ∨"
唐诗三百,七言绝句,凉州词,王翰 〔唐代〕,,"译文及注释



译文酒筵上甘醇的葡萄美酒盛满在夜光杯之中，正要畅饮时，马上琵琶也声声响起，仿佛催人出征。如果醉卧在沙场上，也请你不要笑话，古来出外打仗的能有几人返回家乡？
注释凉州词：唐乐府名，属《近代曲辞》，是《凉州曲》的唱词，盛唐时流行的一种曲调名。凉州词：王翰写有《凉州词》两首，慷慨悲壮，广为流传。而这首《凉州词》被明代王世贞推为唐代七绝的压卷之作。夜光杯：玉石制成的酒杯，当把美酒置于杯中，放在月光下，杯中就会闪闪发亮，夜光杯由此而得名。欲：将要。琵琶：这里指作战时用来发出号角的声音时用的。催：催人
展开阅读全文 ∨"
唐诗三百,七言绝句,后宫词,白居易 〔唐代〕,,"译文及注释



译文泪水湿透了罗巾无法入睡好梦难成，深夜时分听到前殿传来按着节拍唱歌的声音。红颜尚未老去已经失去了君王的恩宠，斜靠着熏笼一直坐到天明。
注释宫词：此诗题又作《后宫词》。按歌声：依照歌声的韵律打拍子。红颜：此指宫女。恩：君恩。熏笼：覆罩香炉的竹笼。香炉用来熏衣被，为宫中用物。"
唐诗三百,七言绝句,宫中词,朱庆馀 〔唐代〕,,"译文及注释



韵译百花盛开，宫院却寂寂地紧闭大门；俏丽宫女，相依相并伫立廊下赏春。满怀幽情，都想谈谈宫中忧愁的事，鹦鹉面前，谁也不敢吐露自己苦闷。
注释琼轩：对廊台的美称。"
唐诗三百,七言绝句,近试上张水部,朱庆馀 〔唐代〕,,"译文及注释



译文新婚卧室昨夜花烛彻夜通明，等待拂晓去堂前拜见公婆。装扮好后轻声询问夫君：我的眉画得浓淡可合时兴？
注释张水部：即张籍，曾任水部员外郎。洞房：新婚卧室。停红烛：让红烛通宵点着。停：留置。舅姑：公婆。深浅：浓淡。入时无：是否时髦。这里借喻文章是否合适。"
唐诗三百,七言绝句,逢入京使,岑参 〔唐代〕,,"译文及注释



译文向东遥望长安家园路途遥远，思乡之泪沾湿双袖难擦干。在马上匆匆相逢没有纸笔写书信，只有托你捎个口信，给家人报平安。
注释入京使：进京的使者。故园：指长安和自己在长安的家。漫漫：形容路途十分遥远。龙钟：涕泪淋漓的样子。卞和《退怨之歌》：“空山歔欷泪龙钟。”这里是沾湿的意思。凭：托，烦，请。传语：捎口信。"
唐诗三百,七言绝句,黄鹤楼送孟浩然之广陵,李白 〔唐代〕,,"译文及注释



译文友人在黄鹤楼与我辞别，在柳絮如烟、繁花似锦的阳春三月去扬州远游。孤船帆影渐渐消失在碧空尽头，只看见滚滚长江向天际奔流。
注释黄鹤楼：中国著名的名胜古迹，故址在今湖北武汉市武昌蛇山的黄鹄矶上，属于长江下游地带，传说三国时期的费祎于此登仙乘黄鹤而去，故称黄鹤楼。原楼已毁，现存楼为1985年修葺。孟浩然：李白的朋友。之：往、到达。广陵：即扬州。故人：老朋友，这里指孟浩然。其年龄比李白大，在诗坛上享有盛名。李白对他很敬佩，彼此感情深厚，因此称之为“故人”。辞：辞别。烟花：形容柳絮如烟、鲜花似锦的春天景物，
展开阅读全文 ∨"
唐诗三百,七言绝句,早发白帝城,李白 〔唐代〕,,"译文及注释



译文清晨告别五彩云霞映照中的白帝城，千里之遥的江陵，一天就可以到达。两岸猿声还在耳边不停地回荡，轻快的小舟已驶过万重青山。
译文二清晨，我告别高入云霄的白帝城江陵远在千里，船行只一日时间。两岸猿声，还在耳边不停地啼叫不知不觉，轻舟已穿过万重青山。 
注释发：启程。白帝城：故址在今重庆市奉节县白帝山上。杨齐贤注：“白帝城，公孙述所筑。初，公孙述至鱼复，有白龙出井中，自以承汉土运，故称白帝，改鱼复为白帝城。”王琦注：“白帝城，在夔州奉节县，与巫山相近。所谓彩云，正指巫山之云也。”朝：早晨。
展开阅读全文 ∨"
唐诗三百,七言绝句,夜上受降城闻笛,李益 〔唐代〕,,"译文及注释



译文回乐烽前的沙地洁白似雪，受降城外的月色有如深秋白霜。不知何处吹起凄凉的芦管，惹得出征的将士一夜都在思念家乡。
注释受降城：唐初名将张仁愿​为了防御突厥，在黄河以北筑受降城，分东、中、西三城，都在今内蒙古自治区境内。另有一种说法是：公元646年（贞观二十年），唐太宗亲临灵州接受突厥一部的投降,“受降城”之名即由此而来。回乐烽：烽火台名。在西受降城附近。一说当作“回乐峰”，山峰名，在回乐县（今宁夏灵武西南）。芦管：笛子。一作“芦笛”。征人：戍边的将士。尽：全。
展开阅读全文 ∨"
唐诗三百,七言绝句,贾生,李商隐 〔唐代〕,,"译文及注释



译文汉文帝求贤在未央宫前殿召见被贬的臣子，贾谊才气纵横无与伦比。可惜文帝半夜移膝靠近贾谊听讲，不问百姓生机只问起鬼神之事。
注释贾生：指贾谊（前200—前168），西汉著名的政论家、文学家，力主改革弊政，提出了许多重要政治主张，但却遭谗被贬，一生抑郁不得志。宣室：汉代长安城中未央宫前殿的正室。逐臣：被放逐之臣，指贾谊曾被贬谪。才调：才华气质。可怜：可惜，可叹。虚：徒然。前席：在坐席上移膝靠近对方。苍生：百姓。问鬼神：事见《史记·屈原贾生列传》。
展开阅读全文 ∨"
唐诗三百,七言绝句,隋宫,李商隐 〔唐代〕,,"译文及注释



译文隋炀帝为南游江都不顾安全，九重宫中有谁理会劝谏书函。春游中全国裁制的绫罗锦缎，一半作御马障泥一半作船帆。 
注释张《笺》编此诗于大中十一年（857），时商隐因柳仲郢推荐，任盐铁推官，游江东。隋宫：隋炀帝杨广建造的行宫。《舆地纪胜》：""淮南东路，扬州江都宫，炀帝于江都郡置宫，号江都宫。""《嘉庆一统志》：""江苏省扬州府古迹：临江宫在江都县南二十里，隋大业七年，炀帝升钓台临扬子津，大燕百僚，寻建临江宫于此。显福宫在甘泉县东北，隋城外离宫。……江都宫在甘泉县西七里，故广陵城内。中有成象殿
展开阅读全文 ∨"
唐诗三百,七言绝句,瑶池,李商隐 〔唐代〕,,"译文及注释



译文瑶池上西王母的雕花窗户向东敞开，只听见《黄竹歌》声震动大地人心悲哀。周穆王有八匹能日行三万里的骏马，为了何事违约不再来？
注释瑶池阿母：《穆天子传》卷三：“天子宾于西王母，天子觞西王母于瑶池之上。西王母为天子谣曰：‘白云在天，山陵自出。道里悠远，山川间之。将子无死，尚能复来。’天子答之曰：‘予归东土，和治诸夏。万民平均，吾顾见汝。比及三年，将复而野。’”《武帝内传》称王母为“玄都阿母”。黄竹歌声：《穆天子传》卷五：“日中大寒，北风雨雪，有冻人。天子作诗三章以哀民。”八骏：传说周穆王有八匹骏马，可日行三万里。《
展开阅读全文 ∨"
唐诗三百,七言绝句,嫦娥,李商隐 〔唐代〕,,"译文及注释



译文云母屏风上烛影暗淡，银河渐渐斜落晨星也隐没低沉。嫦娥应该后悔偷取了长生不老之药，如今空对碧海青天夜夜孤寂。
韵译云母屏风染上一层浓浓的烛影，银河逐渐斜落启明星也已下沉。嫦娥想必悔恨当初偷吃下灵药，如今独处碧海青天而夜夜寒心。
注释嫦娥：原作“姮娥”，神话中的月亮女神，传说是夏代东夷首领后羿的妻子。云母屏风：以云母石制作的屏风。云母，一种矿物，板状，晶体透明有光泽，古代常用来装饰窗户、屏风等物。深：暗淡。长河：银河。晓星：晨星。或谓指启明星，清晨时
展开阅读全文 ∨"
唐诗三百,七言绝句,夜雨寄北,李商隐 〔唐代〕,,"译文及注释



译文你问我回家的日期，归期难定，今晚巴山下着大雨，雨水已涨满秋池。什么时候我们才能一起秉烛长谈，相互倾诉今宵巴山夜雨中的思念之情。
注释寄北：写诗寄给北方的人。诗人当时在巴蜀（现在四川省），他的亲友在长安，所以说“寄北”。这首诗表达了诗人对亲友的深刻怀念。君：对对方的尊称，等于现代汉语中的“您”。归期：指回家的日期。巴山：指大巴山，在陕西南部和四川东北交界处。这里泛指巴蜀一带。秋池：秋天的池塘。何当：什么时候。共：副词，用在谓语前，表示动作行为是由两个或几个施事者共
展开阅读全文 ∨"
唐诗三百,七言绝句,寄令狐郎中,李商隐 〔唐代〕,,"译文及注释



韵译你是嵩山云我是秦川树，长久离居；千里迢迢，你寄来一封慰问的书信。请别问我这个梁园旧客生活的甘苦；我就像茂陵秋雨中多病的司马相如。
注解嵩：中岳嵩山，在今河南。双鲤：指书信。梁园：梁孝王在梁地大兴土木，以睢阳为中心，根据自然景色，修建了一个很大的花园，称东苑，也叫菟园，后人称为梁园。茂陵：今陕西兴平县东北，以汉武帝陵墓而得名。"
唐诗三百,七言绝句,为有,李商隐 〔唐代〕,,"译文及注释



译文云母屏风后面的美人格外娇，京城寒冬已过却怕短暂春宵。无端地嫁了个做高官的丈夫，不恋温暖香衾只想去上早朝。
注释云屏：雕饰着云母图案的屏风，古代皇家或富贵人家所用。凤城：此指京城。无端：没来由。金龟婿：佩带金龟（即作官）的丈夫。"
唐诗三百,七言绝句,江南逢李龟年,杜甫 〔唐代〕,,"译文及注释



译文当年我经常在岐王与崔九的住宅里见到你并听到你的歌声。现在正好是江南风景秀美的时候，在这暮春季节再次遇见了你。
注释李龟年：唐朝开元、天宝年间的著名乐师，擅长唱歌。因为受到皇帝唐玄宗的宠幸而红极一时。“安史之乱”后，李龟年流落江南，卖艺为生。岐王：唐玄宗李隆基的弟弟，名叫李范，以好学爱才著称，雅善音律。寻常：经常。崔九：崔涤，在兄弟中排行第九，中书令崔湜的弟弟。玄宗时，曾任殿中监，出入禁中，得玄宗宠幸。崔姓，是当时一家大姓，以此表明李龟年原来受赏识。江南：这里指今湖南省一带。
展开阅读全文 ∨"
唐诗三百,七言绝句,赠别·其一,杜牧 〔唐代〕,,"译文及注释



译文十三四岁的少女姿态袅娜，举止轻盈美好，就像二月里含苞待放，初现梢头的豆蔻花。十里扬州路的春风骀荡，珠帘翠幕中的佳人姝丽没有比得上她。
注释娉娉袅袅：形容女子体态轻盈美好。十三余：言其年龄。豆蔻：据《本草》载，豆蔻花生于叶间，南人取其未大开者，谓之含胎花，常以比喻处女。“春风二句”：说繁华的扬州城中，十里长街上有多少歌楼舞榭，珠帘翠幕中有多少佳人姝丽，但都不如这位少女美丽动人。"
唐诗三百,七言绝句,赠别·其二,杜牧 〔唐代〕,,"译文及注释



译文多情的人却像是无情人儿一样冰冷，在离别的酒宴上只觉笑不出声。蜡烛仿佛还有惜别的心意，替离别的人流泪到天明。 
注释多情句：意谓多情者满腔情绪，一时无法表达，只能无言相对，倒象彼此无情。樽：古代盛酒的器具。"
唐诗三百,七言绝句,金谷园,杜牧 〔唐代〕,,"译文及注释



译文金谷园里的繁华奢靡早已随着芳香的尘屑烟消云散了；园中流水无情的流淌，如茵的春草年年自绿。日暮时分啼鸟在东风里叹怨，落花纷纷，恰似那为石崇坠楼的绿珠美人。
注释香尘：石崇为教练家中舞妓步法，以沉香屑铺象牙床上，使她们践踏，无迹者赐以珍珠。坠楼人：指石崇爱妾绿珠，曾为石崇坠楼而死。"
